post_id,score,top_comment_id,verdict,date,time
qxwjur,27698,hlcg7mp,NTA,2021-11-20,03:18:24
ftum7d,27599,fm9s65u,YTA,2020-04-02,21:08:51
vbay7f,27595,ic728ea,NTA,2022-06-13,12:22:12
sau0y0,27541,htvp1da,NTA,2022-01-23,13:48:04
h808dd,27562,fuo9rje,NTA,2020-06-13,04:07:22
zwkcst,27568,j1v40rf,NTA,2022-12-27,17:03:27
g1bn71,27547,fnekzdw,NTA,2020-04-14,19:04:53
ckndum,27513,evoxhe6,NAH,2019-08-01,11:55:28
jbnrzf,27479,g8wmozv,NAH,2020-10-15,13:42:37
cblw2u,27516,etggao1,YTA,2019-07-10,20:20:17
my5x2a,27482,gvt1qkd,NTA,2021-04-25,10:52:32
j0z5qn,27478,g6w9v8a,NTA,2020-09-27,21:22:49
xx6vqu,27472,iramzjt,NTA,2022-10-06,14:38:40
sbj345,27462,hu05jcc,NTA,2022-01-24,10:23:07
hjc6zy,27465,fwlc9gl,NTA,2020-07-01,15:16:46
mp2gdh,27463,gu77h80,NTA,2021-04-11,23:54:34
brhlqu,27458,eoe600g,NTA,2019-05-21,23:41:16
bt0m1g,27449,eosjfi4,YTA,2019-05-25,22:39:04
h83lq5,27421,fuoqqhk,NTA,2020-06-13,08:27:35
hjkqvx,27437,fwmvts1,NTA,2020-07-01,22:33:10
15em132,27391,ju8777y,NTA,2023-07-31,17:14:46
t622tm,27374,hz97pw1,NTA,2022-03-03,21:22:14
iunsyq,27374,g5luf0y,NTA,2020-09-17,17:11:58
tew2yr,27380,i0s6dmv,NTA,2022-03-15,18:26:01
idg5xh,27340,g28xmx3,NTA,2020-08-20,18:43:52
b5hirx,27254,ejdhrqc,NTA,2019-03-25,22:34:21
11l70b5,27322,jbaru0h,NTA,2023-03-07,18:25:52
w1cotf,27336,igjh98z,NTA,2022-07-17,17:33:55
mm1o6i,27248,gtona5a,NTA,2021-04-07,13:08:03
tiy2nc,27316,i1gti9c,NTA,2022-03-20,23:38:43
dxlxxk,27208,f7tv8b4,YTA,2019-11-17,12:24:10
10pcgym,27205,j6jl578,NTA,2023-01-30,20:04:42
tu41gf,27191,i31lfl0,NTA,2022-04-01,22:57:17
iycyxr,27190,g6bw959,NTA,2020-09-23,16:04:08
m3iae3,27177,gqp6rmh,NTA,2021-03-12,14:08:55
vpox9w,27189,iek9to1,NTA,2022-07-02,10:35:06
ejkij2,27139,fcyjck9,NTA,2020-01-03,19:41:05
j6qi9b,27063,g7zynfe,NTA,2020-10-07,13:08:55
lmp6fs,27188,gnw6k1x,NTA,2021-02-18,15:25:24
j1d4gn,27059,g6ye6rf,NTA,2020-09-28,14:35:29
iaubc9,27180,g1qwrtu,NTA,2020-08-16,15:32:21
gul6fn,27049,fsj3uzu,NTA,2020-06-01,14:02:54
12fqxu0,27019,jfgn6iq,NTA,2023-04-08,16:32:03
11pjk1u,27015,jby5332,NTA,2023-03-12,17:01:23
f9m670,27028,fishiwu,NTA,2020-02-26,02:38:28
nj7ssm,27014,gz5qnb6,NTA,2021-05-23,13:30:25
pxhbiu,27010,henfkts,NTA,2021-09-28,22:14:13
ip8hw1,26936,g4iioev,NTA,2020-09-09,03:30:12
hd7upi,26976,fvjkthu,NTA,2020-06-21,14:31:07
x2fpbv,26928,imj2qkc,NTA,2022-08-31,14:55:46
kebg11,26887,gg1f5ih,NTA,2020-12-16,15:40:54
uopplv,26902,i8ftntx,NTA,2022-05-13,11:35:47
b84xxt,26884,ejvuw0z,NTA,2019-04-01,16:52:12
mvc4i0,26891,gvb1brr,NTA,2021-04-21,09:42:26
o0daip,26868,h1ub7tp,NTA,2021-06-15,12:33:52
tvv973,26812,i3bm6ni,NTA,2022-04-04,06:29:34
uwpjcd,26826,i9srloo,NTA,2022-05-24,12:20:30
ie1fvh,26818,g2cjobf,NTA,2020-08-21,17:42:53
x1h05k,26812,imdiiqi,NTA,2022-08-30,11:49:36
hstpcc,26797,fyckp46,NTA,2020-07-17,11:01:14
db9dtn,26797,f20fguq,YTA,2019-09-30,10:12:14
jnxiz8,26762,gb49a1u,NTA,2020-11-04,14:23:01
iy2cgo,26786,g6apoxm,NTA,2020-09-23,03:08:05
ttopwk,26782,i2z0eme,NTA,2022-04-01,11:46:15
hyowye,26749,fzdzjlm,NTA,2020-07-27,09:12:59
m2xwb2,26765,gqlreyj,NTA,2021-03-11,19:00:32
10ur722,26764,j7de4zm,NTA,2023-02-05,23:36:08
k58bog,26738,ged14a3,NTA,2020-12-02,12:27:41
ifk8n6,26742,g2o3y6k,NTA,2020-08-24,07:05:05
15k13yo,26695,jv2wwp8,NTA,2023-08-06,21:24:39
w8qkbc,26730,ihqtfby,NTA,2022-07-26,18:03:12
x6h7ik,26705,in6phx5,NTA,2022-09-05,14:13:04
i4vv3t,26692,g0kzty8,NTA,2020-08-06,17:16:43
c7toni,26677,eshiwxj,ESH,2019-07-01,15:06:19
143zzbs,26687,jncw3p1,NTA,2023-06-08,05:08:33
cfr7yg,26619,eubxvt3,NTA,2019-07-20,21:36:17
opctna,26669,h64bcel,NTA,2021-07-22,12:28:14
gl3ib7,26658,fqv0qxc,NTA,2020-05-16,22:14:48
gekfhn,26630,fpnw1dz,NTA,2020-05-06,13:54:22
inoaua,26585,g48v3dx,NTA,2020-09-06,15:50:44
ejuz1p,26611,fd1mb2r,NTA,2020-01-04,10:13:57
mcygek,26586,gs6co73,NAH,2021-03-25,13:39:28
hysbcq,26572,fzeik8z,NTA,2020-07-27,13:31:57
13o2pzh,26531,jl27p8t,NTA,2023-05-21,18:40:51
d1jjlx,26579,eznlvxc,YTA,2019-09-09,00:41:19
upl5xv,26494,i8ldpnv,NTA,2022-05-14,16:44:26
fkrfu6,26463,fkuazj3,NTA,2020-03-18,15:35:46
qhedvt,26472,hicai0n,NTA,2021-10-28,03:57:39
e2nxtz,26448,f8wq3oo,NTA,2019-11-27,22:22:52
egncbw,26445,fc7p2u5,NTA,2019-12-28,06:26:55
ogtk4s,26438,h4kwbjc,NTA,2021-07-09,11:24:39
h8ditf,26432,fuq93xw,NTA,2020-06-13,19:05:42
knpbi5,26434,ghlnmbi,NTA,2020-12-31,12:40:26
xgktnb,26437,iosdd8a,NTA,2022-09-17,12:09:36
qzx2y1,26401,hloz9lh,NTA,2021-11-22,21:59:31
ieksvk,26432,g2hgski,NTA,2020-08-22,15:50:46
kqg77y,26405,gi3lutz,NTA,2021-01-04,19:45:20
jsx9kl,26382,gc20zi1,NTA,2020-11-12,16:07:18
kiaovf,26359,ggpp13b,NTA,2020-12-22,18:11:50
x1n1cu,26336,imehrkm,NTA,2022-08-30,16:08:52
uxfsmw,26382,i9xbib7,NTA,2022-05-25,12:01:14
13axks3,26322,jj8h6t9,NTA,2023-05-07,17:51:21
ux9igm,26341,i9wcm8p,NTA,2022-05-25,04:37:25
y9591p,26320,it3l89f,NTA,2022-10-20,18:01:51
100govo,26308,j2hlswy,NTA,2023-01-01,10:09:27
dpppvj,26304,f5xbmys,NTA,2019-10-31,16:09:21
vi3s1v,26291,idanwv3,NTA,2022-06-22,12:12:04
qwwl9n,26291,hl5l12a,NTA,2021-11-18,18:47:13
iotv4b,26283,g4fw1u7,NTA,2020-09-08,13:48:15
rti8bm,26277,hqssplf,NTA,2022-01-01,12:09:30
duadu9,26270,f7346f1,NTA,2019-11-10,11:33:05
cm0bft,26255,evz8a3b,NTA,2019-08-04,19:17:17
cpti8j,26225,ewrgcxt,NTA,2019-08-13,13:57:57
oslnww,26230,h6p6erd,NTA,2021-07-27,12:14:22
i8znou,26197,g1br0uf,NTA,2020-08-13,13:11:56
x0sib1,26226,im9sbyl,NTA,2022-08-29,16:05:22
1col57x,26220,l3enpnl,NTA,2024-05-10,09:08:14
uarm30,26188,i5zgegz,NTA,2022-04-24,10:10:17
e4nn5v,26140,f9dsifq,NTA,2019-12-01,21:00:27
gkyfn9,26113,fqu20rh,NTA,2020-05-16,17:22:12
kajk15,26154,gfbagt2,ESH,2020-12-10,17:23:38
jwc9l1,26113,gcpaeox,NTA,2020-11-18,08:39:14
ukzctc,26111,i7s922k,NTA,2022-05-08,11:01:45
t65zud,26069,hz96gg0,NTA,2022-03-04,00:28:06
11nrzyn,26109,jbom46u,NTA,2023-03-10,15:23:22
s2yxbj,26090,hshf496,NTA,2022-01-13,13:01:05
jn5elo,26053,gazca2w,NTA,2020-11-03,06:26:22
vdjwom,26044,ickjnri,NTA,2022-06-16,11:34:09
gwh6qk,26047,fsuvnbn,NTA,2020-06-04,13:12:38
g6zfpa,25989,fofnq9p,NTA,2020-04-24,01:33:23
ru7yin,26029,hqxbsyk,NTA,2022-01-02,11:38:23
jsdt8d,26020,gbyk7cd,NTA,2020-11-11,18:37:51
vzq3nf,25982,ig9ovu6,NTA,2022-07-15,14:29:59
cre4qy,26008,ex44rc3,NTA,2019-08-16,23:15:45
gdhfdi,26027,fphazq1,NTA,2020-05-04,18:44:19
o45ui3,25970,h2fe9zp,NTA,2021-06-20,13:38:27
13hkysm,25963,jk5h40f,NTA,2023-05-14,19:28:53
ehmsme,26048,fckeiqm,NAH,2019-12-30,14:39:16
v9gppu,25960,ibwbpfc,NTA,2022-06-10,20:25:17
canwj2,25920,eta4bqs,NTA,2019-07-08,17:18:25
vbzs2z,25932,icb7jl0,NTA,2022-06-14,09:43:24
z01vg2,25925,ix36txs,YTA,2022-11-20,11:31:29
ijffjm,25909,g3db9l4,NTA,2020-08-30,16:24:25
1601xoy,25960,jxju5tj,NTA,2023-08-24,13:26:32
tzcm5q,25915,i3y5jg2,NTA,2022-04-08,20:31:10
ny0grc,25903,h1hpuwz,NTA,2021-06-12,06:37:25
q49noz,25893,hfx2bef,NTA,2021-10-08,23:37:47
h9nwwg,25883,fuy75d0,NTA,2020-06-15,20:13:32
kb6uo4,25836,gfesmjr,NTA,2020-12-11,17:13:35
la3xpq,25867,glllx6y,NTA,2021-02-01,14:13:31
egdo8l,25852,fc5v2ok,NTA,2019-12-27,17:04:18
heoy9x,25829,fvskvni,NTA,2020-06-23,22:48:39
cn7li5,25794,ew7m9ou,ESH,2019-08-07,15:56:36
r1zz18,25763,hm1qulp,NTA,2021-11-25,16:11:54
suo7nj,25764,hxaxt2g,NTA,2022-02-17,12:57:54
pqar3f,25781,hd9kuoo,NTA,2021-09-17,22:55:59
byiwjh,25766,eqi1c7a,NTA,2019-06-09,10:28:19
gmrbbk,25698,fr5ae5g,ESH,2020-05-19,15:59:36
elpvjj,25747,fdjhmyg,NTA,2020-01-08,08:09:43
d2mewl,25747,ezvpgxb,NTA,2019-09-11,07:31:06
lyceex,25686,gpruhkg,NTA,2021-03-05,14:00:12
i62p53,25714,g0t1o3q,NTA,2020-08-08,17:10:13
uixvfs,25674,i7fboc6,NTA,2022-05-05,13:49:13
zmj653,25660,j0b91yp,NTA,2022-12-15,11:47:13
sxribt,25675,hxtlcpd,NTA,2022-02-21,11:38:14
132rpi2,25663,ji6dcht,NTA,2023-04-29,12:32:11
ijcb69,25635,g3cukgo,NTA,2020-08-30,13:00:32
jce93h,25632,g92r0d0,NTA,2020-10-16,17:32:20
ski42q,25627,hvlak1h,NTA,2022-02-04,16:51:11
r76491,25629,hmxbzbj,NTA,2021-12-02,12:11:23
tkcl5b,25596,i1pjkwt,NTA,2022-03-22,20:41:36
kd078f,25610,gfvntao,NTA,2020-12-14,15:54:59
138csc5,25648,jixkdds,NTA,2023-05-05,06:18:25
usc7y3,25600,i92gexb,NTA,2022-05-18,12:53:33
ilwc99,25587,g3v40y6,NTA,2020-09-03,16:06:27
zg4mn5,25579,izeztte,NTA,2022-12-08,16:58:20
m3prac,25554,gqq5r9q,NTA,2021-03-12,20:00:15
lltqwg,25547,gnrcofk,NTA,2021-02-17,12:47:32
w5cmrl,25542,ih73tnl,NTA,2022-07-22,14:55:32
e1oy5c,25544,f8qva12,NAH,2019-11-25,23:34:46
sx8jum,25537,hxqisyi,NTA,2022-02-20,19:01:59
cusnpp,25536,exyownx,NTA,2019-08-24,12:12:21
j9qr0l,25517,g8l7r5s,ESH,2020-10-12,13:20:17
hnn6gj,25529,fxclgvt,NTA,2020-07-08,19:03:54
w4p8lg,25505,ih3a2q3,NTA,2022-07-21,19:21:33
17j8whz,25493,k6zdco3,NTA,2023-10-29,18:15:06
i3c7d0,25497,g0anmn5,NTA,2020-08-04,03:49:35
d6nm9s,25494,f0ul8vs,NTA,2019-09-20,01:23:26
qtpt11,25490,hkl59s1,NTA,2021-11-14,13:27:23
15xbr1i,25488,jx5f7ix,NTA,2023-08-21,16:01:00
gs4smm,25478,fs2w6vv,NTA,2020-05-28,11:47:16
rlkpwj,25440,hpgcz9g,YTA,2021-12-21,18:21:03
jt4qzb,25417,gc3xu4i,ESH,2020-11-12,22:25:40
vwmmem,25427,ifqnuac,NTA,2022-07-11,16:32:31
14ircfd,25419,jphiajj,NTA,2023-06-25,17:05:23
t91j0c,25429,hzrie8h,NTA,2022-03-07,22:34:58
gy8z0s,25399,ft9ui4n,NTA,2020-06-07,09:08:54
t7mnbc,25393,hzim2cn,NTA,2022-03-06,00:19:42
jki2fy,25410,gaj49qo,NTA,2020-10-29,20:31:47
ivrh66,25359,g5w3gat,NTA,2020-09-19,12:14:43
d2uish,25369,ezwxqmc,YTA,2019-09-11,18:20:46
163fnv4,25380,jy2aemy,NTA,2023-08-28,07:46:37
10020p0,25351,j2f0b4w,NTA,2022-12-31,19:46:22
lj2pxa,25332,gn8aofv,NTA,2021-02-13,15:38:19
10cm7if,25329,j4gd673,NTA,2023-01-15,15:15:14
dh6wvr,25311,f3j70b4,NTA,2019-10-13,06:17:18
p69l4d,25300,h9bhlrb,NTA,2021-08-17,18:40:37
fbv7ty,25290,fj6o4ux,NTA,2020-03-01,15:05:32
xhmshd,25297,ioyamwm,NTA,2022-09-18,17:33:04
14m775d,25257,jq02c38,NTA,2023-06-29,14:58:37
142zosc,25249,jn7b2hl,NTA,2023-06-07,01:37:40
ppbcfs,25243,hd2dbxo,NTA,2021-09-16,11:20:05
tcf97q,25241,i0d0q7z,NTA,2022-03-12,12:18:41
hoexje,25217,fxhxtyo,NTA,2020-07-10,00:31:19
1795ybo,25234,k542hht,NTA,2023-10-16,13:27:07
fdyy9z,25209,fjkv5iy,YTA,2020-03-05,17:46:14
u29wuc,25214,i4heyh3,NTA,2022-04-12,21:26:35
kjoql2,25204,ggxvpfu,NTA,2020-12-24,23:08:49
i1z11d,25206,g00posj,NTA,2020-08-01,20:21:44
q0gbbz,25185,hf7sw6v,NTA,2021-10-03,11:57:26
g9t0d6,25174,fovi8to,NTA,2020-04-28,18:49:14
ivbsso,25139,g5q9jnd,NTA,2020-09-18,18:36:32
117y1dg,25157,j9eb618,NTA,2023-02-21,08:01:02
15phek8,25119,jvxj37t,NTA,2023-08-12,22:20:20
ugnfbn,25143,i70k6q6,NTA,2022-05-02,11:23:06
inme22,25123,g48cxzr,NTA,2020-09-06,13:55:37
i0hwki,25139,fzpio4n,NTA,2020-07-30,07:40:34
zxdyxr,25097,j1zowpq,NTA,2022-12-28,16:31:23
uvwzoj,25104,i9o1d46,NTA,2022-05-23,10:17:40
tn7nnq,25073,i1zrn67,NTA,2022-03-24,22:44:43
fg57ge,24992,fk2iagz,NTA,2020-03-10,00:41:31
nnqjzz,25035,gzvudjr,NTA,2021-05-29,16:06:52
ics68m,24993,g24gh2j,NTA,2020-08-19,17:29:28
ghwz34,25068,fqb9lsa,NTA,2020-05-11,21:34:18
kv9d39,24979,gixpyth,NTA,2021-01-11,19:01:44
ht049f,24992,fye75c9,NTA,2020-07-17,17:39:15
jqxhqc,24984,gbps4c3,NTA,2020-11-09,13:22:09
r7vlhu,24977,hn1u6px,NTA,2021-12-03,09:47:50
xac2x2,24965,insv3k1,NTA,2022-09-10,01:13:27
ekwwcq,24953,fde53sm,NTA,2020-01-06,17:06:00
hy04og,24955,fz9qt0a,NTA,2020-07-26,03:51:08
hqgdyb,24951,fxxlm52,NTA,2020-07-13,14:37:49
o4yb5g,24968,h2jr4n8,NTA,2021-06-21,15:53:17
el460c,24945,fdfhdgf,NTA,2020-01-07,01:43:29
oir9s4,24947,h4x2ijn,NTA,2021-07-12,13:30:00
jkqq4c,24927,gakmqsa,NTA,2020-10-30,05:04:29
p2n3hq,24953,h8l5ttl,NTA,2021-08-11,21:54:22
dp37p9,24930,f5sqd23,YTA,2019-10-30,07:02:59
ik8gs1,24929,g3j973j,NTA,2020-08-31,22:48:36
x5036x,24924,imyezje,NTA,2022-09-03,17:36:39
gersvf,24906,fpp82im,NTA,2020-05-06,20:25:26
zbguxp,24905,iyqz207,YTA,2022-12-03,13:56:13
kdp90m,24870,gfxpb5i,NTA,2020-12-15,16:47:49
hl4btk,24870,fwwrdv0,NTA,2020-07-04,14:38:40
zalhix,24888,iym74m3,NTA,2022-12-02,12:57:08
ilrb5f,24853,g3u2a93,NTA,2020-09-03,11:03:49
k4unec,24869,geav6zs,NTA,2020-12-01,21:32:27
v3vnj6,24850,ib0rfpx,NTA,2022-06-03,09:34:43
w4jwp3,24831,ih2axar,NTA,2022-07-21,15:44:11
dmcw3y,24821,f4zbb0n,YTA,2019-10-24,07:23:27
il8a51,24786,g3rx30b,NTA,2020-09-02,14:54:37
15eari2,24798,ju6hz6q,NTA,2023-07-31,09:02:14
jx90uv,24808,gcuwck9,NTA,2020-11-19,19:08:36
142lvdi,24783,jn56qr9,NTA,2023-06-06,16:41:41
e0muyw,24792,f8f5t83,NTA,2019-11-23,19:38:29
k97mlg,24748,gf2pu53,NTA,2020-12-08,16:42:47
zh2g3s,24760,izjssjr,NTA,2022-12-09,17:00:46
hidzc5,24747,fwflzge,NTA,2020-06-30,02:00:22
xcj282,24756,io5czgo,NTA,2022-09-12,17:37:49
eij1on,24746,fcrlbq4,NAH,2020-01-01,14:48:11
aglogu,24739,ee71lg2,NTA,2019-01-16,14:32:10
og55vv,24717,h4gnhfp,NTA,2021-07-08,11:19:54
rwkyrt,24719,hrcctsr,NTA,2022-01-05,11:39:05
blich3,24741,emp3pll,ESH,2019-05-06,22:01:49
f2wl3j,24718,fhfnbu8,ESH,2020-02-12,19:30:13
wa9h2l,24697,ihzizhj,NTA,2022-07-28,13:05:54
uq4hu3,24695,i8optpx,NTA,2022-05-15,11:54:44
i6hs86,24684,g0vsai8,NTA,2020-08-09,11:24:11
maq68x,24675,grtjd2l,NTA,2021-03-22,15:24:58
kyiont,24644,gjgd3lk,NTA,2021-01-16,13:10:55
wzfy5w,24658,im27n7m,NTA,2022-08-27,22:56:49
cl8kbt,24615,evtna95,NTA,2019-08-02,19:17:27
df2xqn,24629,f30j8zu,NAH,2019-10-08,17:08:12
ewudks,24542,fg4wivl,NTA,2020-01-31,20:27:11
e639ni,24602,f9nfnoh,NTA,2019-12-04,18:16:05
rmtv59,24565,hpo8ajr,NTA,2021-12-23,11:38:26
c13jmx,24527,erae9hb,NTA,2019-06-15,23:29:27
jskty5,24585,gbzpzqy,NTA,2020-11-12,01:02:15
mi2iz6,24505,gt2bhpe,NTA,2021-04-01,19:07:39
10y99xi,24520,j7wv84s,NTA,2023-02-09,23:06:44
d4x0zs,24495,f0hee9q,YTA,2019-09-16,06:52:24
jkzyqj,24513,gam48ii,NTA,2020-10-30,16:26:23
xmrvds,24464,ipplx99,NTA,2022-09-24,12:42:51
vcp73o,24482,icfibw6,NTA,2022-06-15,07:48:26
qfazb4,24440,hhyrlxh,NTA,2021-10-25,06:55:01
k0nuyg,24463,gdj9nhd,NTA,2020-11-25,07:50:47
ut5mbn,24465,i97lwu5,NTA,2022-05-19,15:13:21
yu8tm5,24454,iw81hrf,NTA,2022-11-13,17:55:31
jeujp5,24385,g9gcn4i,NTA,2020-10-20,17:44:00
tg1fhu,24401,i0z7u2i,NTA,2022-03-17,04:00:46
pnd8qo,24434,hcoe9k1,NTA,2021-09-13,11:08:20
zybgw7,24416,j24u8wu,NTA,2022-12-29,17:50:34
hbq2g3,24422,fvaqsh5,NTA,2020-06-19,00:03:08
i7gwu8,24388,g11u462,NTA,2020-08-11,00:02:03
i26ptx,24376,g0251mt,NTA,2020-08-02,05:09:09
xf3my2,24376,iokab8m,NTA,2022-09-15,18:10:54
d2cd5s,24354,eztzhxd,NTA,2019-09-10,18:54:44
ku4ppq,24352,gipw517,NTA,2021-01-10,01:49:50
lv8rm1,24350,gpan4fs,NTA,2021-03-01,13:07:08
igywqa,24337,g2wq3d4,NTA,2020-08-26,13:34:34
hg83en,24328,fw2aghz,NTA,2020-06-26,13:59:47
ifavsp,24343,g2mhi1m,NTA,2020-08-23,20:44:10
oy5pa1,24308,h7qrq5f,NTA,2021-08-05,00:00:46
uptyk1,24300,i8n09oo,NTA,2022-05-15,00:18:07
wk815y,24297,ijlmya0,NTA,2022-08-09,16:39:51
okhj6s,24279,h582owo,YTA,2021-07-15,00:32:31
omzyd2,24267,h5ohbov,NTA,2021-07-18,21:35:46
d0v6ir,24259,ezeag9m,NAH,2019-09-07,12:06:01
hugvzj,24264,fymyxow,NTA,2020-07-20,07:11:01
ad9ycy,24247,edf0ix0,NTA,2019-01-06,21:15:11
hfkctd,24238,fvycpnk,NTA,2020-06-25,11:19:46
jfdbk3,24235,g9jixva,NTA,2020-10-21,13:58:40
14aoqg1,24228,jobl5n6,NTA,2023-06-16,06:05:02
di6zz9,24187,f3tp7si,NTA,2019-10-15,12:12:00
i2h8u6,24219,g04onm9,NTA,2020-08-02,18:43:38
za3bte,24181,iyjxrqi,NTA,2022-12-01,23:10:03
r0ltvz,24177,hltdzu1,NTA,2021-11-23,20:02:02
u0h1sx,24174,i45pxoo,NTA,2022-04-10,12:57:23
i2lo6g,24144,g05huhz,NTA,2020-08-02,22:59:28
rr81u8,24158,hqenz4d,NTA,2021-12-29,13:20:52
bu4ugr,24164,ep71ahj,YTA,2019-05-28,20:09:13
c6t9kj,24144,esb25d0,NTA,2019-06-29,02:26:48
clga5g,24144,evv4j6r,NTA,2019-08-03,07:54:14
hqmqs3,24134,fxyris2,NTA,2020-07-13,20:10:05
e6e0fm,24124,f9pk8kn,NTA,2019-12-05,07:48:33
bnr2gy,24115,en8el25,NTA,2019-05-12,16:48:26
i65e2r,24062,g0thzv0,NTA,2020-08-08,19:41:52
rqh4dn,24061,hqa6xrl,NTA,2021-12-28,14:30:20
l640cc,24053,gkxyawj,NTA,2021-01-27,13:01:23
trt7dq,24050,i2nf1ji,NTA,2022-03-29,23:48:34
11qqu5t,24057,jc4lvd4,NTA,2023-03-14,00:14:30
tikg9a,24049,i1egc5q,NTA,2022-03-20,12:55:48
17yohi6,24046,k9uls7z,NTA,2023-11-19,04:00:20
gfvw7h,24029,fpw0g1h,NTA,2020-05-08,16:05:08
b65vaq,24021,eji2ilz,NTA,2019-03-27,15:52:29
l26p6d,24004,gk3jtl7,NTA,2021-01-21,20:14:39
cw9hdj,24021,ey95w83,NAH,2019-08-27,19:45:40
z55m2b,23994,ixu8flr,NTA,2022-11-26,11:43:15
1d53lbi,23994,l6itte8,NTA,2024-05-31,19:11:56
106tbjg,23984,j3ij8eg,YTA,2023-01-08,20:28:05
ubkw4s,23977,i64k44i,NTA,2022-04-25,13:14:23
p7iuom,24005,h9jzos6,NTA,2021-08-19,16:58:58
c9gtj9,23963,esy3hs0,NTA,2019-07-05,14:51:30
kbp9mo,23934,gfiw3ke,NTA,2020-12-12,13:40:29
hklj0n,23961,fwtcz4x,NTA,2020-07-03,15:55:56
u9od79,23922,i5spmrs,NTA,2022-04-22,20:49:08
j82zzp,23923,g88fob1,NTA,2020-10-09,17:11:29
145qnnn,23909,jnmh7qz,NTA,2023-06-10,04:41:36
fegt59,23897,fjnww38,NTA,2020-03-06,17:26:07
zpz8tc,23872,j0vfyz0,YTA,2022-12-19,18:22:43
1321jm7,23865,ji2qgy9,NTA,2023-04-28,16:51:58
snl03t,23889,hw303w1,NTA,2022-02-08,14:03:16
ql2f9c,23862,hj019kp,NTA,2021-11-02,11:47:11
hpgcwl,23849,fxr7bpf,NTA,2020-07-11,19:46:37
lprhvx,23855,goclsg9,NTA,2021-02-22,15:45:52
jg5jp8,23841,g9o9gn6,NTA,2020-10-22,18:36:44
k0e173,23831,gdhhps7,NTA,2020-11-24,21:19:30
ss9od9,23852,hwwhv00,NTA,2022-02-14,12:40:07
tfwbqr,23804,i0y944a,NTA,2022-03-16,23:32:01
nu1gfv,23806,h0v52y5,NTA,2021-06-07,02:07:36
tnj5jr,23816,i21sfke,NTA,2022-03-25,10:45:14
hfhlrg,23811,fvxlcdh,NTA,2020-06-25,07:06:02
nh680h,23788,gyui972,NTA,2021-05-20,17:28:10
ig6m0w,23767,g2rzibr,NTA,2020-08-25,06:11:59
jw1riz,23767,gcnhs6a,NTA,2020-11-17,21:19:40
ijyfhq,23758,g3huw7z,NTA,2020-08-31,13:56:38
w8fz5t,23735,ihp3j17,NTA,2022-07-26,10:13:18
h79apz,23719,ftr2dtn,NTA,2020-06-11,23:33:43
q86ktj,23733,hgncyk4,NTA,2021-10-14,19:12:59
elflwa,23699,fdhmem8,NTA,2020-01-07,18:38:14
j195ol,23693,g6xukzb,NTA,2020-09-28,09:53:37
d8lqlj,23688,f1b5vj4,NAH,2019-09-24,11:19:43
gf4knq,23684,fprcon2,NTA,2020-05-07,11:11:19
kazgfw,23676,gfdksy7,NTA,2020-12-11,09:12:43
achoyx,23667,ed84khb,YTA,2019-01-04,12:25:56
15dnxds,23658,ju2zadg,NTA,2023-07-30,15:10:46
u04h6f,23643,i43e7gt,NTA,2022-04-09,22:57:16
u77zs7,23664,i5d367n,NTA,2022-04-19,15:36:03
cx5pu8,23615,eyjscci,YTA,2019-08-29,19:37:07
10dttwx,23656,j4n5ero,NTA,2023-01-16,22:02:12
e015on,23643,f8b8urh,NTA,2019-11-22,13:44:27
u3f6ka,23641,i4ot8r6,NTA,2022-04-14,11:20:46
1d8jdfp,23614,l76m2dh,NTA,2024-06-05,06:38:21
e5dc9j,23614,f9jhz1c,ESH,2019-12-03,07:07:10
w3hz2u,23583,igw98zi,NTA,2022-07-20,09:24:19
sqptmi,23569,hwmwgn3,NTA,2022-02-12,11:47:59
q17xbf,23575,hfd903m,NTA,2021-10-04,15:40:20
wzhipd,23571,im2gz2w,NTA,2022-08-28,00:11:16
b2x90i,23513,eivwc6b,NTA,2019-03-19,13:12:49
ea4hnu,23539,fanohnw,NTA,2019-12-13,14:13:58
ig9upr,23554,g2sdrgu,NTA,2020-08-25,10:55:29
mnnms8,23510,gtykt86,NTA,2021-04-09,18:34:54
vv30w6,23474,ifholpp,NTA,2022-07-09,14:35:11
l5gpw6,23477,gku3knf,NTA,2021-01-26,15:51:45
j9ueq4,23472,g8m0j83,NTA,2020-10-12,16:43:50
i0q5un,23450,fzr0cio,YTA,2020-07-30,17:25:17
gyip6p,23433,ftaoz37,NTA,2020-06-07,19:31:20
cyj5v1,23464,eysbunn,NTA,2019-09-02,02:34:50
zkasxa,23450,izyp9va,NTA,2022-12-12,20:42:40
kspqdi,23433,gihcolv,NTA,2021-01-07,23:27:57
udy594,23430,i6jp6r2,NTA,2022-04-28,15:51:26
gdr20t,23421,fpizter,NTA,2020-05-05,04:23:48
irwg3q,23419,g53iaw2,NTA,2020-09-13,11:13:36
glilwo,23405,fqy70zm,NTA,2020-05-17,16:43:26
vd4rds,23376,ici53fw,NTA,2022-06-15,21:09:03
tuh1hm,23383,i33jrba,NTA,2022-04-02,11:47:27
dv4je8,23358,f7ay3qh,NTA,2019-11-12,03:59:05
ikg117,23350,g3kcqhn,NAH,2020-09-01,07:37:54
16olxc2,23364,k1lgr8l,NTA,2023-09-21,17:34:23
jwnzxz,23331,gcs4j19,NTA,2020-11-18,20:43:26
miquq1,23337,gt62nvv,NTA,2021-04-02,18:51:32
