post_id,score,top_comment_id,verdict,date,time
o94ms2,23335,h38vyn8,NTA,2021-06-27,20:11:29
wy7cud,23356,iluyeuo,NTA,2022-08-26,12:01:52
vf4021,23339,ictkhjk,NTA,2022-06-18,11:11:11
ed9cyv,23327,fbgbyrq,NTA,2019-12-20,12:08:59
c2esxa,23321,erjnext,ESH,2019-06-19,09:14:04
114stgg,23314,j8xmw7r,YTA,2023-02-17,17:44:21
wau52s,23308,ii2zdld,NTA,2022-07-29,03:39:19
l8ej2y,23303,glc6tz2,NTA,2021-01-30,05:12:49
104hya7,23308,j3538js,NTA,2023-01-06,02:21:00
cemg2f,23301,eu3jn4b,NTA,2019-07-18,02:18:37
ihjphi,23293,g30itb0,NTA,2020-08-27,11:59:39
v4no1d,23286,ib51xg1,NTA,2022-06-04,12:16:16
16au07i,23262,jz9dbhb,NTA,2023-09-05,17:13:05
rldid7,23270,hpf17ty,NTA,2021-12-21,12:19:42
u90414,23230,i5ohsa4,NTA,2022-04-21,23:06:29
ovdbj5,23233,h78fhq6,NTA,2021-07-31,19:25:51
lag3tq,23236,glnr4j1,NTA,2021-02-01,22:27:36
s74e8q,23228,ht7kzh6,NTA,2022-01-18,18:36:16
d0ariq,23215,ez8bt6s,ESH,2019-09-06,02:44:06
c6xdyj,23224,esbox80,NTA,2019-06-29,10:27:30
e27d33,23223,f8ua0p1,YTA,2019-11-27,00:14:46
asprlr,23212,egvtffm,YTA,2019-02-20,15:42:14
kyt7wd,23219,gjiioev,NTA,2021-01-16,22:42:37
xfsbsq,23206,ioo1z6i,NTA,2022-09-16,14:08:55
she0ws,23195,hv1yxvm,NTA,2022-01-31,22:19:38
nkpw4l,23192,gze1nj1,NTA,2021-05-25,13:34:24
ihaau8,23186,g2yx97e,NTA,2020-08-26,23:46:56
15877qo,23166,jt8grzg,NTA,2023-07-24,10:52:18
xbgep2,23160,inz7g64,NTA,2022-09-11,11:42:37
hc408d,23137,fvcpfpe,YTA,2020-06-19,16:40:25
m9e16d,23126,grmh81p,NTA,2021-03-20,19:17:02
kt5iy6,23150,gik0av5,NTA,2021-01-08,16:10:31
hpcqkd,23128,fxqg0cr,ESH,2020-07-11,16:20:23
cxf4fa,23132,eyko37w,NTA,2019-08-30,10:36:27
kkkb53,23151,gh2ujl2,NTA,2020-12-26,15:33:01
oop8kg,23129,h5zx2od,NTA,2021-07-21,12:51:28
eqxekx,23103,feyl553,NTA,2020-01-19,15:13:19
vm861k,23091,idzk8rt,NTA,2022-06-27,23:08:53
jxe1wx,23088,gcvxxi6,NTA,2020-11-19,23:39:58
qyux9z,23074,hlib9ya,NTA,2021-11-21,13:25:34
12631ba,23070,je79qq1,NTA,2023-03-29,22:34:19
ptherw,23063,hdw8t9d,NTA,2021-09-22,22:29:14
13ifaxs,23040,jk9gr4l,NTA,2023-05-15,17:59:26
w4gcao,23052,ih1o7ga,NTA,2022-07-21,13:10:43
cowczz,23031,ewlkml1,NTA,2019-08-11,12:50:41
gp66o7,23058,frk6bvc,NTA,2020-05-23,14:50:58
ohs0ef,23034,h4qvjkl,NTA,2021-07-10,22:09:15
hy6m0f,23035,fzarabw,YTA,2020-07-26,13:06:03
v29a8c,23029,iar4bep,NTA,2022-06-01,05:10:57
j6c8ey,23034,g7xie7n,NTA,2020-10-06,19:54:38
u5u6fz,23027,i5495zd,NTA,2022-04-17,19:24:08
k1i7ch,23014,gdobns0,NTA,2020-11-26,16:28:33
g2zj2r,23018,fnodcum,NTA,2020-04-17,10:36:44
rm3sb6,23022,hpjq4y6,YTA,2021-12-22,12:00:07
vkbtw7,23017,idoch4g,NTA,2022-06-25,10:05:28
l8v24r,23001,glelagj,NTA,2021-01-30,20:35:53
j1kuds,23010,g6zufb1,NTA,2020-09-28,21:01:35
kra9ca,22996,gi8l1lx,NTA,2021-01-05,23:05:30
15dzqdy,22971,ju4v7z4,NTA,2023-07-30,23:19:34
11svxoq,22952,jcfpa3u,NTA,2023-03-16,14:36:48
14729cx,22974,jntarlp,NTA,2023-06-11,19:05:27
mvg0yv,22986,gvbnefq,NTA,2021-04-21,13:46:49
binqjd,22952,em1qitx,NTA,2019-04-29,10:04:25
b7vz7m,22946,ejumnj7,NTA,2019-04-01,02:10:27
iao1c0,22931,g1prpgk,NTA,2020-08-16,07:02:18
u9vtvq,22910,i5u4gxr,NTA,2022-04-23,03:05:04
kscxoj,22924,gif6h12,NTA,2021-01-07,13:09:12
v9tw6c,22933,ibygp67,NTA,2022-06-11,09:22:57
ca15qi,22910,et51cc0,YTA,2019-07-07,01:08:06
kfrhz2,22886,gga5wte,NTA,2020-12-18,19:10:24
v8gw85,22885,ibq9xjz,NTA,2022-06-09,13:29:51
gzrzhj,22908,ftitmc4,NTA,2020-06-09,17:42:30
su4efr,22869,hx7puit,NTA,2022-02-16,19:40:26
gzkypd,22866,ftgsoaj,NTA,2020-06-09,11:03:49
nzix4w,22858,h1ppajd,NTA,2021-06-14,09:30:57
ia7s4c,22842,g1lb1ef,NTA,2020-08-15,13:57:54
mj9qxx,22868,gt8ywgd,NTA,2021-04-03,14:38:31
scxsv8,22829,hu98whv,NTA,2022-01-26,04:57:12
mh6wqe,22870,gswztzu,NTA,2021-03-31,14:08:52
zc6sf7,22826,iyv0ajp,NTA,2022-12-04,10:55:05
pbyhlf,22815,haf13f2,NTA,2021-08-26,12:27:55
jyk2ac,22800,gd4dlq8,NTA,2020-11-21,22:33:57
ogaloz,22803,h4hljg3,NTA,2021-07-08,16:20:33
hh1cn3,22780,fw7b9ww,YTA,2020-06-27,20:56:51
csfejp,22779,exeekwq,YTA,2019-08-19,10:47:40
v3cc3q,22769,iaxpii7,NTA,2022-06-02,16:08:24
t28sn2,22767,hykj9ej,NTA,2022-02-26,22:27:01
t9f229,22760,hztro48,NTA,2022-03-08,11:45:59
rb2nu5,22752,hnlx1er,NTA,2021-12-07,16:20:52
khmocx,22753,gglx3tn,NTA,2020-12-21,18:11:50
qdfd4z,22761,hhlymp8,NTA,2021-10-22,11:59:49
tjgufb,22752,i1jxds4,NTA,2022-03-21,17:16:56
kgtluk,22747,ggh040k,NTA,2020-12-20,13:00:33
kthohc,22739,gim2tv8,NTA,2021-01-09,02:14:58
halg61,22746,fv3kxww,NTA,2020-06-17,06:04:56
cqty1q,22747,ewzdpiy,NTA,2019-08-15,18:36:37
l3d4ja,22731,gkdmw5c,NTA,2021-01-23,14:35:35
iq7k1v,22723,g4q3wwe,NTA,2020-09-10,17:10:21
eewz6x,22735,fbx1ss0,NTA,2019-12-24,05:38:28
jqh51g,22728,gbn8v30,NTA,2020-11-08,18:53:23
s8uw0w,22735,htircho,NTA,2022-01-20,22:40:16
15wp4it,22727,jx22h8p,NTA,2023-08-20,22:29:23
bovbi6,22724,enl3vie,NTA,2019-05-15,08:32:02
ej5jdk,22711,fcvlir3,NTA,2020-01-02,22:33:15
y60dq7,22724,ismtn1d,NTA,2022-10-17,03:35:48
k1z30n,22724,gdr77i4,NTA,2020-11-27,10:52:39
tkt3xr,22716,i1se09j,NTA,2022-03-23,12:45:14
ighqd2,22707,g2tvt9m,NTA,2020-08-25,18:15:59
j08k0n,22690,g6p3629,NTA,2020-09-26,15:59:30
x5uqe7,22697,in38i19,NTA,2022-09-04,18:59:23
jdjl87,22683,g98hzpa,NTA,2020-10-18,16:47:17
d3v9kl,22664,f05o1vu,NTA,2019-09-13,20:40:08
14a4fw1,22672,jo8dyc4,NTA,2023-06-15,14:52:38
ut2rhl,22634,i972zii,NTA,2022-05-19,12:52:54
hefhgy,22667,fvqwl27,NTA,2020-06-23,14:22:39
ilhb1n,22633,g3s2ve3,NTA,2020-09-02,22:39:07
12bxzo4,22637,jez33jy,NTA,2023-04-04,21:53:22
gaw4yl,22635,fp25208,NTA,2020-04-30,13:57:17
16241qc,22491,jxvbvs9,NTA,2023-08-26,19:21:08
